ref_date_raw,start_year,geo,sex,indicator,statistic,value,metric_type,quality_flag,scalar_applied,vector,ref_date,dguid,uom,scalar_factor
2021-04,2021,Prince Edward Island,"Total, all persons",Excellent or very good perceived health,"Upper bound of the 95% confidence interval, percentage of persons",60.4,percent,,False,v1427747083,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,"Total, all persons",Excellent or very good perceived health,Number of persons,73000.0,number,,True,v1427747084,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,"Total, all persons",Excellent or very good perceived health,"Lower bound of the 95% confidence interval, number of persons",66000.0,number,,True,v1427747085,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,"Total, all persons",Excellent or very good perceived health,"Upper bound of the 95% confidence interval, number of persons",81000.0,number,,True,v1427747086,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,"Total, all persons",Good perceived health,Percentage of persons,31.9,percent,,False,v1427747087,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,"Total, all persons",Good perceived health,"Lower bound of the 95% confidence interval, percentage of persons",26.9,percent,,False,v1427747088,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,"Total, all persons",Good perceived health,"Upper bound of the 95% confidence interval, percentage of persons",37.3,percent,,False,v1427747089,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,"Total, all persons",Good perceived health,Number of persons,43000.0,number,,True,v1427747090,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,"Total, all persons",Good perceived health,"Lower bound of the 95% confidence interval, number of persons",36000.0,number,,True,v1427747091,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,"Total, all persons",Good perceived health,"Upper bound of the 95% confidence interval, number of persons",50000.0,number,,True,v1427747092,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,"Total, all persons",Fair or poor perceived health,Percentage of persons,13.1,percent,,False,v1427747093,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,"Total, all persons",Fair or poor perceived health,"Lower bound of the 95% confidence interval, percentage of persons",9.9,percent,,False,v1427747094,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,"Total, all persons",Fair or poor perceived health,"Upper bound of the 95% confidence interval, percentage of persons",17.2,percent,,False,v1427747095,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,"Total, all persons",Fair or poor perceived health,Number of persons,,number,f,True,v1427747096,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,"Total, all persons",Fair or poor perceived health,"Lower bound of the 95% confidence interval, number of persons",,number,f,True,v1427747097,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,"Total, all persons",Fair or poor perceived health,"Upper bound of the 95% confidence interval, number of persons",,number,f,True,v1427747098,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Men,Excellent or very good perceived health,Percentage of persons,57.0,percent,,False,v1427747099,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Men,Excellent or very good perceived health,"Lower bound of the 95% confidence interval, percentage of persons",48.7,percent,,False,v1427747100,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Men,Excellent or very good perceived health,"Upper bound of the 95% confidence interval, percentage of persons",64.9,percent,,False,v1427747101,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Men,Excellent or very good perceived health,Number of persons,37000.0,number,e,True,v1427747102,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Men,Excellent or very good perceived health,"Lower bound of the 95% confidence interval, number of persons",31000.0,number,e,True,v1427747103,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Men,Excellent or very good perceived health,"Upper bound of the 95% confidence interval, number of persons",42000.0,number,e,True,v1427747104,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Men,Good perceived health,Percentage of persons,30.8,percent,,False,v1427747105,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Men,Good perceived health,"Lower bound of the 95% confidence interval, percentage of persons",23.3,percent,,False,v1427747106,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Men,Good perceived health,"Upper bound of the 95% confidence interval, percentage of persons",39.5,percent,,False,v1427747107,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Men,Good perceived health,Number of persons,,number,f,True,v1427747108,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Men,Good perceived health,"Lower bound of the 95% confidence interval, number of persons",,number,f,True,v1427747109,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Men,Good perceived health,"Upper bound of the 95% confidence interval, number of persons",,number,f,True,v1427747110,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Men,Fair or poor perceived health,Percentage of persons,12.2,percent,,False,v1427747111,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Men,Fair or poor perceived health,"Lower bound of the 95% confidence interval, percentage of persons",8.0,percent,,False,v1427747112,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Men,Fair or poor perceived health,"Upper bound of the 95% confidence interval, percentage of persons",18.3,percent,,False,v1427747113,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Men,Fair or poor perceived health,Number of persons,,number,f,True,v1427747114,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Men,Fair or poor perceived health,"Lower bound of the 95% confidence interval, number of persons",,number,f,True,v1427747115,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Men,Fair or poor perceived health,"Upper bound of the 95% confidence interval, number of persons",,number,f,True,v1427747116,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Women,Excellent or very good perceived health,Percentage of persons,53.2,percent,,False,v1427747117,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Women,Excellent or very good perceived health,"Lower bound of the 95% confidence interval, percentage of persons",46.2,percent,,False,v1427747118,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Women,Excellent or very good perceived health,"Upper bound of the 95% confidence interval, percentage of persons",60.1,percent,,False,v1427747119,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Women,Excellent or very good perceived health,Number of persons,37000.0,number,,True,v1427747120,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Women,Excellent or very good perceived health,"Lower bound of the 95% confidence interval, number of persons",32000.0,number,,True,v1427747121,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Women,Excellent or very good perceived health,"Upper bound of the 95% confidence interval, number of persons",42000.0,number,,True,v1427747122,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Women,Good perceived health,Percentage of persons,32.9,percent,,False,v1427747123,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Women,Good perceived health,"Lower bound of the 95% confidence interval, percentage of persons",26.8,percent,,False,v1427747124,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Women,Good perceived health,"Upper bound of the 95% confidence interval, percentage of persons",39.5,percent,,False,v1427747125,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Women,Good perceived health,Number of persons,23000.0,number,e,True,v1427747126,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Women,Good perceived health,"Lower bound of the 95% confidence interval, number of persons",18000.0,number,e,True,v1427747127,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Women,Good perceived health,"Upper bound of the 95% confidence interval, number of persons",27000.0,number,e,True,v1427747128,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Women,Fair or poor perceived health,Percentage of persons,13.9,percent,,False,v1427747129,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Women,Fair or poor perceived health,"Lower bound of the 95% confidence interval, percentage of persons",9.5,percent,,False,v1427747130,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Women,Fair or poor perceived health,"Upper bound of the 95% confidence interval, percentage of persons",19.9,percent,,False,v1427747131,2021-04,2016A000211,Percent,units
2021-04,2021,Prince Edward Island,Women,Fair or poor perceived health,Number of persons,,number,f,True,v1427747132,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Women,Fair or poor perceived health,"Lower bound of the 95% confidence interval, number of persons",,number,f,True,v1427747133,2021-04,2016A000211,Number,thousands
2021-04,2021,Prince Edward Island,Women,Fair or poor perceived health,"Upper bound of the 95% confidence interval, number of persons",,number,f,True,v1427747134,2021-04,2016A000211,Number,thousands
2021-04,2021,Nova Scotia,"Total, all persons",Excellent or very good perceived health,Percentage of persons,58.4,percent,,False,v1427747135,2021-04,2016A000212,Percent,units
2021-04,2021,Nova Scotia,"Total, all persons",Excellent or very good perceived health,"Lower bound of the 95% confidence interval, percentage of persons",53.7,percent,,False,v1427747136,2021-04,2016A000212,Percent,units
2021-04,2021,Nova Scotia,"Total, all persons",Excellent or very good perceived health,"Upper bound of the 95% confidence interval, percentage of persons",63.0,percent,,False,v1427747137,2021-04,2016A000212,Percent,units
2021-04,2021,Nova Scotia,"Total, all persons",Excellent or very good perceived health,Number of persons,482000.0,number,,True,v1427747138,2021-04,2016A000212,Number,thousands
2021-04,2021,Nova Scotia,"Total, all persons",Excellent or very good perceived health,"Lower bound of the 95% confidence interval, number of persons",443000.0,number,,True,v1427747139,2021-04,2016A000212,Number,thousands
2021-04,2021,Nova Scotia,"Total, all persons",Excellent or very good perceived health,"Upper bound of the 95% confidence interval, number of persons",521000.0,number,,True,v1427747140,2021-04,2016A000212,Number,thousands
2021-04,2021,Nova Scotia,"Total, all persons",Good perceived health,Percentage of persons,29.0,percent,,False,v1427747141,2021-04,2016A000212,Percent,units
2021-04,2021,Nova Scotia,"Total, all persons",Good perceived health,"Lower bound of the 95% confidence interval, percentage of persons",24.8,percent,,False,v1427747142,2021-04,2016A000212,Percent,units
2021-04,2021,Nova Scotia,"Total, all persons",Good perceived health,"Upper bound of the 95% confidence interval, percentage of persons",33.6,percent,,False,v1427747143,2021-04,2016A000212,Percent,units
2021-04,2021,Nova Scotia,"Total, all persons",Good perceived health,Number of persons,239000.0,number,,True,v1427747144,2021-04,2016A000212,Number,thousands
2021-04,2021,Nova Scotia,"Total, all persons",Good perceived health,"Lower bound of the 95% confidence interval, number of persons",203000.0,number,,True,v1427747145,2021-04,2016A000212,Number,thousands
2021-04,2021,Nova Scotia,"Total, all persons",Good perceived health,"Upper bound of the 95% confidence interval, number of persons",276000.0,number,,True,v1427747146,2021-04,2016A000212,Number,thousands
2021-04,2021,Nova Scotia,"Total, all persons",Fair or poor perceived health,Percentage of persons,12.6,percent,,False,v1427747147,2021-04,2016A000212,Percent,units
